Season,Agency,Date,Time,Station ID,Depth(m),Temperature(C),Conductivity (S/m),pH,Oxygen (mg/L),Transmissivity (%),Salinity (psu),Density (å-theta),Time (s),Descent rate (m/s),SBE DO sat (mg/L),SBE Beam C,Chl-a (ug/L),CDOM (ug/L),Ammonia-N (ug/L),Total Colif. (MPN),Fecal Colif. (MPN),E. coli (MPN),Enterococci (MPN),Void
Spring,Oxnard,5/5/2008,1103,4304,20,11.31,3.815,8,5.71,58.73,33.812,25.794,113.1,1.38,8.84,2.101,55.43,0.71,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,21,11.16,3.802,7.93,5.18,59.7,33.825,25.833,114.3,1.05,8.87,2.058,55.52,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,22,10.97,3.783,7.89,4.72,60.9,33.813,25.857,115.8,1.03,8.91,1.96,54.61,0.62,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,23,10.76,3.764,7.84,4.42,64.69,33.816,25.896,117.1,1.11,8.95,1.746,51.3,0.63,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,24,10.66,3.755,7.81,4.21,68.01,33.821,25.919,118.4,1.34,8.97,1.532,48.39,0.62,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,25,10.62,3.752,7.79,4.06,72.75,33.824,25.928,119.4,1.58,8.97,1.316,43.96,0.61,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,26,10.58,3.749,7.78,3.92,73.69,33.826,25.935,120.3,1.56,8.98,1.233,38.61,0.64,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,27,10.55,3.747,7.77,3.75,74.47,33.831,25.945,121.3,1.52,8.99,1.18,34.7,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,28,10.52,3.744,7.76,3.6,75.27,33.835,25.953,122.2,1.44,8.99,1.147,33.25,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,29,10.45,3.739,7.75,3.47,74.83,33.844,25.972,123.3,1.27,9.01,1.143,32.57,0.69,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,30,10.37,3.733,7.73,3.36,76.6,33.859,25.999,124.4,1.36,9.02,1.059,32.25,0.69,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,31,10.35,3.731,7.72,3.27,79.19,33.866,26.008,125.4,1.41,9.03,0.939,31.32,0.64,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,32,10.32,3.73,7.72,3.19,81.03,33.874,26.018,126.5,1.4,9.03,0.845,26.34,0.59,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,33,10.29,3.728,7.71,3.12,82.67,33.888,26.035,127.6,1.36,9.04,0.749,21.17,0.56,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,34,10.26,3.727,7.71,3.07,85.88,33.9,26.05,128.6,1.39,9.04,0.617,17.38,0.54,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,35,10.24,3.726,7.7,3.03,88.6,33.904,26.055,129.7,1.35,9.04,0.506,13.02,0.54,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,36,10.21,3.724,7.7,3,88.26,33.912,26.066,130.9,1.09,9.05,0.497,7.73,0.55,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,37,10.2,3.723,7.7,2.97,88.46,33.915,26.071,132.3,1.2,9.05,0.494,5.25,0.55,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,38,10.2,3.723,7.7,2.95,88.53,33.917,26.074,133.4,1.3,9.05,0.49,4.77,0.61,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,39,10.19,3.723,7.69,2.94,88.29,33.919,26.076,134.4,1.51,9.05,0.496,4.88,0.63,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,40,10.18,3.722,7.69,2.93,88.18,33.922,26.081,135.4,1.48,9.06,0.502,5.3,0.64,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,41,10.17,3.721,7.69,2.93,88.22,33.925,26.084,136.5,1.27,9.06,0.504,5.59,0.6,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,42,10.17,3.721,7.69,2.9,87.93,33.926,26.086,137.7,1.14,9.06,0.514,5.71,0.58,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,43,10.16,3.721,7.69,2.85,87.74,33.928,26.088,138.9,1.29,9.06,0.53,5.2,0.59,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,44,10.13,3.719,7.69,2.82,86.74,33.931,26.095,139.9,1.5,9.06,0.564,5.56,0.63,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,45,10.09,3.716,7.69,2.79,86.18,33.943,26.112,140.9,1.46,9.07,0.578,6.64,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,46,10.08,3.715,7.68,2.76,87.43,33.947,26.117,141.9,1.41,9.07,0.543,7.17,0.63,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,47,10.07,3.715,7.68,2.73,87.98,33.949,26.121,143.1,1.27,9.08,0.515,5.59,0.62,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,48,10.05,3.713,7.68,2.71,88.25,33.951,26.125,144.3,1.22,9.08,0.506,5.25,0.64,30,2,2,,2,99
Spring,Oxnard,5/5/2008,1103,4304,49,10.03,3.712,7.68,2.69,87.9,33.96,26.136,145.6,0.97,9.08,0.515,5.55,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,50,10.02,3.712,7.68,2.68,87.74,33.963,26.139,146.9,1.29,9.08,0.518,5.75,0.68,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,51,10.02,3.712,7.67,2.67,88.16,33.965,26.142,148,1.43,9.09,0.505,6.39,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,52,10.02,3.712,7.67,2.67,88.35,33.966,26.143,149.1,1.38,9.09,0.497,5.48,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,53,10.01,3.711,7.67,2.67,88.4,33.967,26.144,150.1,1.27,9.09,0.491,4.72,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,54,10.01,3.711,7.68,2.66,88.8,33.968,26.145,151.3,1.23,9.09,0.476,4.05,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,55,10.01,3.711,7.68,2.66,88.98,33.968,26.145,152.4,1.51,9.09,0.469,3.46,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,56,10.01,3.712,7.68,2.66,89.02,33.968,26.146,153.4,1.65,9.09,0.466,3.04,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,57,10.01,3.712,7.67,2.66,89.01,33.968,26.146,154.3,1.61,9.09,0.467,2.8,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,58,10.01,3.712,7.67,2.65,88.8,33.968,26.146,155.2,1.44,9.09,0.471,2.98,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,59,10.01,3.712,7.68,2.65,89.11,33.969,26.146,156.3,1.18,9.09,0.466,3.19,0.66,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,60,10.01,3.712,7.68,2.66,88.91,33.969,26.146,157.5,1.3,9.09,0.467,2.94,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,61,10.01,3.712,7.67,2.66,89.16,33.968,26.146,158.6,1.43,9.09,0.464,3.1,0.63,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,62,10.01,3.712,7.68,2.67,88.84,33.969,26.146,159.6,1.45,9.09,0.472,3.19,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,63,10,3.711,7.68,2.68,88.66,33.971,26.149,160.6,1.46,9.09,0.485,3.44,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,64,10,3.711,7.68,2.68,87.98,33.974,26.152,161.7,1.2,9.09,0.508,3.4,0.65,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,65,10,3.711,7.68,2.69,87.92,33.975,26.153,163.1,0.95,9.09,0.514,3.72,0.67,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,66,9.99,3.711,7.68,2.69,88.03,33.976,26.155,164.6,1.02,9.09,0.517,4.51,0.68,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,67,9.99,3.711,7.68,2.71,87.14,33.977,26.156,165.8,1.38,9.09,0.546,5,0.73,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,68,9.99,3.711,7.68,2.72,86.78,33.976,26.155,166.8,1.51,9.09,0.565,5.25,0.73,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,69,9.99,3.711,7.68,2.73,86.6,33.978,26.157,167.9,1.33,9.09,0.571,6.11,0.68,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,70,9.99,3.711,7.68,2.75,86.72,33.979,26.158,169.1,1.14,9.09,0.574,7.34,0.72,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,71,9.99,3.711,7.69,2.77,86.05,33.979,26.158,170.3,1.31,9.09,0.602,7.03,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,72,9.99,3.712,7.68,2.79,85.62,33.981,26.159,171.3,1.43,9.09,0.62,7.07,0.74,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,73,9.99,3.712,7.69,2.8,85.29,33.982,26.16,172.3,1.41,9.09,0.637,7.59,0.72,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,74,10,3.712,7.69,2.79,84.81,33.983,26.16,173.4,1.23,9.09,0.657,7.6,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,75,9.99,3.712,7.69,2.77,84.6,33.986,26.163,174.8,1.05,9.09,0.673,8.65,0.74,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,76,9.98,3.712,7.69,2.72,84.03,33.988,26.166,176.1,1.09,9.09,0.695,9.95,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,77,9.96,3.71,7.69,2.66,83.37,33.991,26.173,177.5,1.09,9.1,0.723,11.29,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,78,9.9,3.706,7.69,2.63,83.55,34.003,26.191,178.8,1.31,9.11,0.722,11.22,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,79,9.88,3.704,7.68,2.62,83.32,34.01,26.201,179.8,1.53,9.11,0.725,10.47,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,80,9.87,3.704,7.68,2.61,83.71,34.012,26.204,180.8,1.36,9.11,0.716,8.63,0.79,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,81,9.87,3.704,7.68,2.58,83.47,34.012,26.205,181.9,1.13,9.11,0.716,8.87,0.87,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,82,9.87,3.704,7.68,2.55,84.09,34.013,26.205,183.3,1.1,9.11,0.695,9.39,0.81,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,83,9.86,3.703,7.68,2.52,84.45,34.014,26.207,184.5,1.24,9.11,0.674,8.98,0.78,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,84,9.84,3.702,7.67,2.51,84.84,34.018,26.213,185.6,1.46,9.12,0.655,9.03,0.79,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,85,9.84,3.702,7.67,2.5,85.56,34.019,26.214,186.7,1.22,9.12,0.633,8.53,0.77,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,86,9.84,3.702,7.67,2.49,85.12,34.02,26.216,188.1,1,9.12,0.64,7.8,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,87,9.84,3.702,7.67,2.48,85.36,34.02,26.216,189.4,1.27,9.12,0.634,6.36,0.77,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,88,9.83,3.702,7.67,2.47,85.65,34.021,26.218,190.4,1.42,9.12,0.626,6.63,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,89,9.82,3.701,7.67,2.46,85.16,34.023,26.221,191.4,1.51,9.12,0.639,7.11,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,90,9.82,3.701,7.67,2.45,85.03,34.024,26.223,192.4,1.4,9.12,0.648,7.22,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,91,9.81,3.7,7.67,2.45,85.09,34.025,26.224,193.5,1.32,9.12,0.656,6.91,0.76,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,92,9.81,3.7,7.67,2.44,84.18,34.026,26.226,194.6,1.47,9.12,0.678,7.35,0.75,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,93,9.8,3.7,7.67,2.44,84.35,34.026,26.226,195.6,1.5,9.12,0.686,7.68,0.8,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,94,9.8,3.7,7.67,2.44,83.8,34.027,26.228,196.8,0.97,9.13,0.7,7.45,0.79,,,,,,99
Spring,Oxnard,5/5/2008,1103,4304,95,9.8,3.7,7.67,2.43,84.15,34.028,26.229,198.1,0.16,9.13,0.691,7.72,0.87,10,2,2,,2,99
Spring,Oxnard,5/6/2008,940,4305,1,13.26,3.997,8.29,10.94,79.44,33.819,25.426,93.2,0.96,8.48,0.929,9.13,0.27,10,2,2,,2,99
Spring,Oxnard,5/6/2008,940,4305,2,13.26,3.997,8.29,10.95,79.93,33.819,25.427,94.3,1.16,8.48,0.904,6.75,0.25,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,3,13.25,3.996,8.29,10.96,79.42,33.816,25.426,95.4,1.32,8.49,0.918,5.91,0.22,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,4,13.22,3.993,8.29,10.96,79.01,33.814,25.431,96.6,1.09,8.49,0.939,6.63,0.24,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,5,13.18,3.989,8.29,11,78.57,33.814,25.438,97.9,1.16,8.5,0.976,8.62,0.23,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,6,13.16,3.987,8.29,11.02,77.06,33.816,25.444,99.2,1.21,8.5,1.035,11.55,0.23,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,7,13.14,3.986,8.29,11.04,76.79,33.815,25.447,100.4,1.3,8.51,1.064,13.88,0.24,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,8,13.12,3.983,8.29,11.05,76.02,33.814,25.451,101.4,1.38,8.51,1.095,15.4,0.23,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,9,13.1,3.982,8.3,11.02,75.41,33.815,25.455,102.7,1.03,8.51,1.124,15.96,0.24,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,10,13.09,3.98,8.3,10.94,75.27,33.814,25.457,104.1,1.16,8.52,1.128,19.12,0.25,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,11,13.05,3.976,8.3,10.81,75.7,33.808,25.461,105.3,1.18,8.52,1.129,21.41,0.28,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,12,12.85,3.956,8.29,10.67,74.55,33.797,25.491,106.6,1.22,8.56,1.188,20.44,0.31,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,13,12.64,3.938,8.26,10.49,71.91,33.805,25.538,107.7,1.35,8.6,1.32,22.45,0.38,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,14,12.41,3.916,8.24,10.27,69.79,33.808,25.585,108.8,1.26,8.64,1.462,25.88,0.44,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,15,12.26,3.903,8.22,9.93,66.07,33.812,25.618,110,1.08,8.66,1.67,29.11,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,16,12.15,3.892,8.19,9.49,60.78,33.811,25.638,111.3,1.22,8.69,1.964,40.26,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,17,12.09,3.887,8.18,9.01,57.99,33.808,25.646,112.6,1.24,8.7,2.162,50.44,0.59,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,18,12.03,3.881,8.16,8.56,57.34,33.807,25.658,113.7,1.38,8.71,2.203,53.83,0.6,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,19,11.97,3.875,8.14,8.15,58.3,33.81,25.672,114.8,1.28,8.72,2.167,56.97,0.64,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,20,11.87,3.866,8.11,7.65,57.81,33.806,25.686,115.9,1.17,8.74,2.171,57.54,0.66,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,21,11.77,3.857,8.08,7.12,59.92,33.804,25.703,117.2,1.15,8.75,2.054,56.78,0.64,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,22,11.63,3.843,8.05,6.67,61.69,33.8,25.727,118.4,1.24,8.78,1.956,53.71,0.64,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,23,11.44,3.826,8.01,6.33,61.57,33.807,25.768,119.6,1.13,8.82,1.936,52.21,0.64,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,24,11.3,3.813,7.98,6.12,61.93,33.802,25.789,120.8,1.35,8.84,1.909,52.24,0.65,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,25,11.19,3.804,7.94,6,62.66,33.811,25.816,122,1.17,8.86,1.878,50,0.62,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,26,11.16,3.801,7.92,5.92,62.49,33.815,25.825,123.3,1.26,8.87,1.872,49.41,0.6,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,27,11.14,3.799,7.92,5.88,63.07,33.816,25.83,124.3,1.53,8.87,1.855,49.39,0.56,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,28,11.14,3.8,7.91,5.86,63.11,33.818,25.831,125.3,1.4,8.87,1.836,48.85,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,29,11.14,3.8,7.91,5.84,64.1,33.82,25.833,126.4,1.14,8.87,1.792,49.83,0.6,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,30,11.14,3.8,7.91,5.84,63.36,33.822,25.834,127.6,1.41,8.87,1.816,49.49,0.56,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,31,11.14,3.8,7.91,5.83,63.43,33.822,25.833,128.6,1.51,8.87,1.821,48.73,0.58,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,32,11.14,3.801,7.91,5.81,63.77,33.823,25.834,129.8,1.04,8.87,1.801,50.19,0.59,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,33,11.14,3.801,7.91,5.77,64.19,33.824,25.835,131.3,1.07,8.87,1.782,50.81,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,34,11.14,3.801,7.91,5.71,63.31,33.824,25.836,132.5,1.28,8.87,1.81,52.24,0.54,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,35,11.13,3.8,7.91,5.63,64.02,33.825,25.838,133.5,1.5,8.88,1.794,50.45,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,36,11.1,3.797,7.91,5.53,63.51,33.824,25.842,134.4,1.52,8.88,1.799,49.44,0.53,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,37,11.07,3.795,7.91,5.41,64.85,33.825,25.849,135.5,1.3,8.89,1.736,49.82,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,38,11.02,3.79,7.9,5.24,65.87,33.826,25.859,136.7,1.15,8.9,1.683,48.91,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,39,10.96,3.784,7.88,4.97,65.98,33.827,25.87,138,1.14,8.91,1.664,49.3,0.57,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,40,10.91,3.78,7.87,4.73,66.04,33.824,25.877,139.2,1.48,8.92,1.643,47.75,0.56,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,41,10.83,3.772,7.86,4.58,67.31,33.82,25.887,140.1,1.49,8.93,1.587,46.15,0.56,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,42,10.74,3.764,7.84,4.48,68.31,33.823,25.906,141.1,1.33,8.95,1.51,44.83,0.52,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,43,10.68,3.759,7.81,4.42,71.15,33.823,25.916,142.3,1.26,8.96,1.372,43.93,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,44,10.65,3.756,7.8,4.38,72.81,33.826,25.924,143.4,1.31,8.97,1.272,40.87,0.48,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,45,10.66,3.757,7.79,4.33,73.76,33.832,25.927,144.6,1.21,8.97,1.226,38.73,0.45,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,46,10.66,3.758,7.8,4.25,74.1,33.834,25.929,145.8,1.18,8.97,1.213,37.44,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,47,10.64,3.756,7.79,4.12,72.75,33.835,25.933,147,1.33,8.97,1.247,36.58,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,48,10.62,3.755,7.79,3.96,74.01,33.836,25.936,148.1,1.45,8.97,1.226,40.32,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,49,10.58,3.751,7.79,3.8,73.06,33.837,25.945,149.1,1.48,8.98,1.23,38.03,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,50,10.51,3.745,7.77,3.63,74.93,33.841,25.96,150.1,1.46,8.99,1.155,35.44,0.46,30,2,2,,2,99
Spring,Oxnard,5/6/2008,940,4305,51,10.44,3.739,7.76,3.5,76.12,33.846,25.976,151.1,1.4,9.01,1.069,34.23,0.45,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,52,10.37,3.733,7.74,3.41,79.7,33.853,25.995,152.1,1.5,9.02,0.918,30.92,0.45,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,53,10.29,3.727,7.73,3.36,82.82,33.869,26.021,153.1,1.48,9.04,0.759,25.87,0.42,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,54,10.25,3.725,7.72,3.3,85.52,33.881,26.036,154.1,1.28,9.04,0.638,20.14,0.44,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,55,10.25,3.725,7.71,3.24,86.77,33.884,26.04,155.3,1.27,9.04,0.577,14.9,0.46,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,56,10.24,3.724,7.71,3.2,86.98,33.887,26.043,156.4,1.37,9.05,0.552,11.82,0.42,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,57,10.21,3.722,7.71,3.16,88.1,33.895,26.055,157.4,1.51,9.05,0.519,9.33,0.42,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,58,10.19,3.721,7.7,3.14,88.03,33.898,26.06,158.4,1.51,9.05,0.51,7.97,0.43,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,59,10.18,3.72,7.7,3.11,88.07,33.901,26.065,159.4,1.4,9.06,0.507,7.8,0.42,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,60,10.17,3.72,7.7,3.07,88.22,33.903,26.068,160.6,1.16,9.06,0.503,7.68,0.43,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,61,10.16,3.719,7.7,3.02,88.11,33.904,26.07,161.8,1.14,9.06,0.505,7.9,0.45,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,62,10.13,3.718,7.7,2.98,88.19,33.911,26.08,163,1.35,9.07,0.501,8.62,0.47,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,63,10.12,3.717,7.69,2.96,88.36,33.917,26.088,164.1,1.46,9.07,0.493,7.26,0.47,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,64,10.11,3.716,7.69,2.94,88.75,33.921,26.092,165,1.56,9.07,0.479,6.81,0.48,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,65,10.1,3.716,7.69,2.93,88.95,33.924,26.096,165.9,1.49,9.07,0.468,6.19,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,66,10.09,3.715,7.69,2.9,89.2,33.927,26.101,167,1.4,9.07,0.46,5.92,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,67,10.08,3.715,7.69,2.87,89.19,33.929,26.103,168,1.47,9.07,0.459,5.85,0.5,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,68,10.07,3.714,7.69,2.84,89.02,33.932,26.108,169,1.37,9.08,0.459,5.89,0.48,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,69,10.06,3.714,7.68,2.82,89.44,33.936,26.113,170.1,1.3,9.08,0.448,5.49,0.47,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,70,10.04,3.712,7.68,2.8,89.62,33.944,26.122,171.2,1.45,9.08,0.442,4.47,0.48,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,71,10.02,3.711,7.68,2.8,89.44,33.951,26.131,172.1,1.64,9.09,0.444,3.94,0.53,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,72,10.01,3.71,7.68,2.79,89.66,33.955,26.137,173,1.76,9.09,0.44,4.33,0.54,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,73,10,3.71,7.68,2.78,89.65,33.958,26.14,173.8,1.75,9.09,0.437,4.27,0.56,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,74,9.99,3.71,7.68,2.77,89.69,33.96,26.142,174.6,1.68,9.09,0.435,3.97,0.54,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,75,9.99,3.71,7.68,2.76,89.57,33.963,26.146,175.6,1.53,9.09,0.438,3.92,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,76,9.98,3.709,7.68,2.74,89.72,33.965,26.149,176.6,1.36,9.09,0.433,3.48,0.5,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,77,9.97,3.709,7.68,2.73,89.98,33.969,26.153,177.7,1.43,9.09,0.425,3.25,0.49,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,78,9.97,3.709,7.68,2.71,89.94,33.971,26.155,178.7,1.51,9.1,0.426,2.82,0.5,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,79,9.96,3.709,7.68,2.7,89.71,33.972,26.157,179.7,1.47,9.1,0.432,3.67,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,80,9.96,3.709,7.67,2.69,89.8,33.974,26.159,180.6,1.52,9.1,0.435,3.79,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,81,9.96,3.709,7.67,2.69,89.37,33.975,26.16,181.6,1.55,9.1,0.443,3.41,0.51,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,82,9.96,3.709,7.67,2.69,89.67,33.976,26.161,182.6,1.32,9.1,0.44,2.77,0.53,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,83,9.96,3.709,7.67,2.68,89.52,33.976,26.161,183.8,1.17,9.1,0.441,2.76,0.54,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,84,9.96,3.709,7.67,2.66,89.63,33.977,26.162,185.1,1.16,9.1,0.438,3.35,0.54,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,85,9.96,3.709,7.67,2.64,89.66,33.977,26.162,186.3,1.21,9.1,0.438,3,0.55,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,86,9.95,3.709,7.67,2.62,89.5,33.98,26.165,187.4,1.35,9.1,0.442,3.29,0.52,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,87,9.94,3.708,7.67,2.61,89.47,33.983,26.169,188.5,1.35,9.1,0.443,3.35,0.52,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,88,9.94,3.708,7.67,2.6,89.65,33.99,26.176,189.6,1.44,9.1,0.439,3.15,0.53,,,,,,99
Spring,Oxnard,5/6/2008,940,4305,89,9.92,3.708,7.67,2.59,89.56,33.997,26.183,190.6,1.25,9.1,0.439,2.73,0.51,,,,,,99
